user_id,name,age,employment_status,monthly_income
2046,Stacy Mcdaniel,57,Salaried,56328
2047,Gregory Owens,23,Salaried,55491
2048,Brittany Lawrence,40,Salaried,31066
2049,Lauren Perry,34,Business,75804
2050,Samantha Graves,29,Salaried,85007
2051,Andrew Smith,58,Salaried,91341
2052,John Graham,51,Salaried,78804
2053,Mike Torres,37,Salaried,35004
2054,Xavier Townsend,37,Salaried,39068
2055,Shelley Faulkner,22,Business,87659
2056,Natasha Holmes,49,Business,64159
2057,James Bennett,57,Business,36295
2058,Morgan Brooks,48,Salaried,9768
2059,William Lucas,53,Unemployed,45633
2060,John Allen,44,Business,47937
2061,Denise Davis,46,Salaried,30685
2062,Matthew White,59,Unemployed,18592
2063,Sarah Parker,26,Business,13300
2064,Matthew Evans,55,Business,44758
2065,Andrea Hill,43,Unemployed,77912
2066,Joanna Brooks,21,Salaried,80199
2067,Jennifer Burnett,42,Unemployed,18354
2068,Latasha Howell,24,Salaried,40315
2069,Marie Willis,48,Salaried,29971
2070,Jacob Hogan,44,Salaried,15915
2071,Kevin Miles,46,Business,98566
2072,Marvin Brock,22,Salaried,66671
2073,Lisa Campbell,39,Salaried,31218
2074,Jessica Pope,55,Salaried,88142
2075,Crystal Baker,41,Salaried,94769
2076,Daniel Golden,45,Business,28696
2077,Maureen Cox,51,Salaried,77851
2078,Jessica Conley,37,Salaried,46475
2079,Christopher Anderson,28,Unemployed,30356
2080,Matthew Simpson,49,Salaried,96615
2081,Thomas Marshall,40,Unemployed,85838
2082,Robert Davila,30,Salaried,21997
2083,Charles Bishop,39,Business,24601
2084,Steven Jackson,35,Salaried,60511
2085,Cassandra Phelps,53,Salaried,11797
2086,Wayne Patterson,49,Salaried,13715
2087,Robert Beasley,45,Business,76032
2088,Martin Moreno,21,Business,20551
2089,John Vega,50,Salaried,87929
2090,Sandra Hawkins,43,Salaried,16484
2091,Jeremy Eaton,53,Business,95343
2092,Anna Joseph,39,Salaried,91710
2093,Paul Miller,44,Salaried,54071
2094,Cindy White,24,Salaried,40594
2095,Sheila Page,51,Salaried,92514
2096,Andrew Rhodes,42,Salaried,30024
2097,Mr. Brian Brown MD,28,Salaried,53788
2098,Lisa Young,31,Salaried,98413
2099,Bryan Campbell,30,Salaried,54558
2100,Marcus Murray,45,Unemployed,51920
2101,Megan Carter,32,Salaried,67948
2102,Jason Leon,32,Unemployed,51967
2103,Christine Parsons,49,Business,97331
2104,Patrick Miller,34,Business,48632
2105,Robert Garrett,24,Salaried,74627
2106,Robert Knight,42,Business,14467
2107,Nicholas Marshall,51,Business,24665
2108,Kimberly Figueroa,37,Unemployed,83166
2109,Melinda Kennedy,56,Business,31929
2110,Daniel Johnson,28,Salaried,43118
2111,Daisy Patterson,52,Salaried,77645
2112,Paige Sanchez,58,Salaried,27278
2113,Christine Swanson,44,Business,72158
2114,Kendra King,37,Salaried,68872
2115,Jessica Joyce,40,Salaried,23188
2116,Jeffrey Christensen,35,Salaried,63143
2117,Deborah Brown,40,Salaried,98048
2118,Melissa Rodriguez,44,Business,84393
2119,Thomas Hayes,34,Business,12783
2120,Kayla Poole,44,Salaried,41206
2121,Michelle Wright,23,Salaried,61360
2122,Sarah Cooper,27,Business,9751
2123,Katherine Shaw,55,Salaried,11487
2124,Phillip Anderson,55,Salaried,28616
2125,Susan Cooper,37,Business,73438
2126,Christy Wade,25,Unemployed,9382
2127,David Moreno,55,Unemployed,66271
2128,Matthew Carpenter,34,Salaried,57129
2129,Jessica Smith,30,Unemployed,99142
2130,Todd Gilmore,35,Salaried,86748
2131,Paul Elliott,48,Salaried,37677
2132,Thomas Williams,27,Salaried,20110
2133,Samantha Day,45,Business,21535
2134,Paul Stafford,25,Salaried,60832
2135,Angela Garcia,49,Unemployed,21687
2136,Gwendolyn Webster,39,Business,57582
2137,Julia Wells,35,Salaried,31831
2138,Ashley Sullivan,45,Unemployed,54860
2139,Sara Hernandez,45,Salaried,91538
2140,Nicole Mendez,51,Unemployed,70997
2141,Jesse Palmer,43,Unemployed,27945
2142,Natalie Garcia,41,Salaried,96602
2143,Reginald Pierce,30,Salaried,11501
2144,Diana Vance,45,Unemployed,47827
2145,Stephen Ramirez,56,Business,80907
2146,Richard Vasquez,36,Salaried,52522
2147,Ashley Hurst,32,Salaried,32662
2148,Barbara Hudson,37,Business,79762
2149,Derek Soto,47,Salaried,34138
2150,Glenn Barnett,58,Business,41260
2151,Sarah Daniel,40,Unemployed,14956
2152,Melissa Clark,49,Unemployed,15750
2153,Juan Taylor,42,Salaried,72483
2154,Charles Turner,22,Business,78703
2155,Nicholas Allen,23,Salaried,56720
2156,Brittany Carr,51,Business,82273
2157,Donald Cole,47,Salaried,29310
2158,David Mullins,56,Business,9760
2159,Rachael Rogers,23,Salaried,96782
2160,Elizabeth Pratt,42,Salaried,36341
2161,Carrie Ramsey,42,Salaried,99913
2162,Jorge Thompson,53,Unemployed,67950
2163,Stacy Edwards,50,Salaried,42819
2164,Joshua Thomas,55,Unemployed,26435
2165,Gina Green,51,Salaried,59592
2166,Dr. Tracy Kelly,58,Unemployed,11172
2167,Jerry Ortega,42,Salaried,69877
2168,Paul Navarro,36,Business,39754
2169,Alison Webb,41,Salaried,58686
2170,Paul Olson,36,Salaried,32559
2171,Derek Reed,43,Unemployed,45730
2172,Darlene Brooks,55,Business,49547
2173,Brenda Stewart,29,Business,8411
2174,Troy West,33,Unemployed,72782
2175,Madison Wong,32,Unemployed,48683
2176,Leah Anderson,47,Business,51004
2177,Jason Smith,44,Salaried,31096
2178,Stephanie Flores,36,Unemployed,73062
2179,Daniel Rodriguez,31,Salaried,89168
2180,Matthew Cole,38,Salaried,23837
2181,Brenda Thomas,57,Unemployed,87370
2182,David Downs,39,Salaried,35093
2183,Debra Smith,59,Business,81643
2184,Daniel Bryant,25,Business,64269
2185,Charles Gill,54,Unemployed,50842
2186,Sara Knox,46,Salaried,94969
2187,Caleb Huffman,24,Business,88570
2188,Mrs. Melissa Carter,53,Unemployed,93545
2189,Nicole Wilson,25,Business,23418
2190,Carl Ibarra,45,Business,87036
2191,Anne Sellers,34,Unemployed,58857
2192,Brad Brown,55,Salaried,58166
2193,Elizabeth Dunn,28,Business,40160
2194,Donald Faulkner,50,Unemployed,38565
2195,Devin Kelly,21,Salaried,83915
2196,Martin Guzman,54,Salaried,24838
2197,Sean Parker,37,Salaried,49763
2198,Donald Romero,39,Salaried,33403
2199,Kelly Johnson,42,Business,19136
2200,William Steele,26,Salaried,9503
2201,Taylor Lynch,43,Salaried,95670
2202,Tyrone Byrd,53,Unemployed,45421
2203,Joshua Alvarado,58,Salaried,78399
2204,Jacob Henderson,39,Business,64565
2205,Kevin Rogers,48,Unemployed,29734
2206,Scott Marks,35,Business,35668
2207,Charles Casey,47,Business,52331
2208,James Jensen,49,Salaried,33186
2209,Mary Thomas,56,Unemployed,57723
2210,Melissa Mitchell,28,Salaried,32631
2211,Katelyn Foley,22,Unemployed,71186
2212,Cynthia Lopez,55,Business,97784
2213,Jennifer Crawford,59,Unemployed,24918
2214,Sheri Miller,41,Business,39138
2215,Andrew Andersen,21,Business,20482
2216,James Perez,44,Business,57486
2217,Jennifer Perez MD,32,Business,9258
2218,Jackie Gilbert,24,Salaried,14209
2219,Janet Walker,41,Salaried,14470
2220,Selena Castillo,24,Business,16723
2221,Stephanie Walker,53,Salaried,34869
2222,Anthony Koch,52,Unemployed,49743
2223,Sarah Clark,48,Business,95312
2224,Vicki Thomas,39,Unemployed,94641
2225,Mrs. Diana Lyons,46,Unemployed,60570
2226,Kenneth Romero,41,Salaried,47772
2227,Anthony Osborn,46,Business,21643
2228,Timothy Reid,56,Salaried,10371
2229,Tracy Cole,56,Business,47892
2230,Renee Brooks,36,Salaried,81186
2231,Phillip Norman,48,Salaried,69915
2232,Maria Garcia,24,Unemployed,16746
2233,Patricia Valencia,48,Salaried,87868
2234,Michael White,25,Business,47798
2235,Linda Gonzalez,57,Salaried,91984
2236,Sophia Brock,49,Salaried,9375
2237,Julie Romero,44,Business,63092
2238,Mary Harris,23,Unemployed,13818
2239,Brian Washington,49,Business,49691
2240,Sean Castro,43,Salaried,35963
2241,Dale Mccullough,40,Salaried,26914
2242,Maria Payne,28,Salaried,41987
2243,Michael Cooper,30,Unemployed,34577
2244,Brendan Williams,25,Salaried,8583
2245,Dr. Pamela Shaw DDS,55,Business,76694
2246,Andrew Lynch,46,Salaried,59443
2247,Helen Clark,50,Salaried,70517
2248,Jeremy Jackson,37,Salaried,13567
2249,Lee Miller,37,Business,29069
2250,Mia Cook,27,Salaried,8683
2251,Diane Livingston,44,Salaried,90423
2252,Terrence Ross,52,Salaried,26273
2253,Corey Jacobson,36,Salaried,48596
2254,Melissa Peters,38,Salaried,22580
2255,Dan Sanchez,46,Salaried,72518
2256,Catherine Johnson,31,Salaried,51563
2257,Selena Holland,27,Salaried,56834
2258,Derrick Brown,41,Unemployed,48104
2259,David Shaffer,25,Salaried,16726
2260,Christine Ramirez,43,Salaried,39464
2261,Tonya Bailey,23,Salaried,78722
2262,Gregory Garcia,50,Business,45653
2263,Benjamin Alvarado,38,Salaried,63008
2264,Carolyn Ruiz,58,Unemployed,8426
2265,Alexis Williams,45,Business,20845
2266,Mrs. Patricia Williams,51,Salaried,28093
2267,Leah Mathews,43,Unemployed,29414
2268,Paul Jenkins,26,Salaried,58426
2269,Tammy Ellis,48,Unemployed,23402
2270,John Scott,42,Business,70589
2271,Justin Montgomery,40,Salaried,9069
2272,Daniel Foster,48,Salaried,81678
2273,Mark Rodriguez,54,Business,64675
2274,Jeanne West,22,Unemployed,89126
2275,Valerie Ward,39,Salaried,49282
2276,Loretta Strickland,23,Salaried,69416
2277,Cody Branch,44,Unemployed,75331
2278,Timothy Davis,29,Unemployed,90743
2279,Danielle Turner,35,Salaried,16021
2280,Kaylee Larson,47,Salaried,81929
2281,Robert Matthews,42,Business,73436
2282,Andrea Zavala,48,Business,70370
2283,Robin Adams,49,Salaried,8936
2284,Christopher Brock,57,Salaried,74600
2285,Lauren Williams,55,Unemployed,42244
2286,Joseph Warner,51,Salaried,15121
2287,Julia Rowe,58,Salaried,96521
2288,Melinda Gilbert,30,Business,65041
2289,Scott Green,28,Unemployed,17718
2290,Alexandria Roth,54,Salaried,42179
2291,Jordan Vargas,52,Business,30387
2292,Adam Morgan,39,Business,68733
2293,Kimberly Benton,30,Salaried,88326
2294,Jesus Cole,41,Salaried,11457
2295,Aaron Norris,21,Salaried,52631
2296,Daniel Williams,46,Unemployed,86224
2297,Kenneth Morton,48,Salaried,81191
2298,Brandi Brown,28,Unemployed,52217
2299,Timothy Raymond,40,Unemployed,43840
2300,Brenda Wilcox,56,Salaried,45383
2301,Wanda Banks,30,Salaried,94602
2302,Sandra Wood,58,Business,25711
2303,Tara Kemp,49,Unemployed,83108
2304,Rebecca Moore,47,Salaried,86141
2305,Kristina Fox,43,Business,26596
2306,Alexandra White,32,Unemployed,99231
2307,Christopher Griffin,32,Unemployed,12124
2308,Rebecca Deleon DVM,51,Business,16200
2309,Susan Anderson,23,Unemployed,8411
2310,Amber Williams,24,Salaried,70740
2311,Laura Ramos,42,Salaried,36554
2312,Philip Brown,59,Salaried,23069
2313,Carlos Valdez,25,Unemployed,9891
2314,Amanda Velasquez,26,Unemployed,67867
2315,Eric Willis,29,Business,22163
2316,Heather Bell,57,Business,84041
2317,Alyssa Lawrence,51,Unemployed,48029
2318,James Hart,31,Business,34093
2319,Katherine Duncan,23,Salaried,34362
2320,Michael Wilson,25,Business,92455
2321,Katrina Bell,39,Unemployed,26273
2322,Denise Taylor,26,Business,26601
2323,Megan Davis,38,Salaried,23488
2324,Catherine Neal,50,Business,91299
2325,Teresa Owens,53,Salaried,93161
2326,Pamela Allen,37,Salaried,59231
2327,James Hudson,37,Salaried,67788
2328,Dustin Baker,28,Salaried,12926
2329,Seth Cole,36,Business,48685
2330,Anne Palmer,56,Business,11152
2331,Kimberly Johnson,25,Salaried,90564
2332,Alexis Carson,44,Business,35469
2333,William Dickerson,33,Unemployed,56292
2334,Olivia Powell,55,Salaried,58395
2335,Andrew Hernandez,56,Salaried,23201
2336,Ethan Walker,43,Unemployed,26686
2337,Jeffrey Clark,56,Salaried,56304
2338,Courtney Thompson,33,Business,37546
2339,Morgan Singh,31,Unemployed,25992
2340,Maureen Cordova,29,Salaried,50520
2341,Jordan Costa,57,Salaried,12270
2342,Kelsey Carson,21,Salaried,83136
2343,Julie Mooney,47,Unemployed,40741
2344,Randy Taylor,47,Salaried,55506
2345,Johnny Pierce,57,Unemployed,57001
2346,Mackenzie Estes,52,Unemployed,73921
2347,Zachary Sutton,23,Salaried,11420
2348,Peter Woods,42,Unemployed,32851
2349,Jason Wang,45,Salaried,78763
2350,Thomas Morris,39,Salaried,72716
2351,Jesse Hernandez,30,Unemployed,64132
2352,Brittany Dudley,23,Unemployed,93891
2353,Amy Roach,47,Salaried,81214
2354,Sara Richardson,25,Salaried,89551
2355,Veronica Lopez,33,Unemployed,24377
2356,Eric Wright,48,Salaried,62764
2357,Ashley Crawford,41,Salaried,77861
2358,David Huber,42,Salaried,63910
2359,Albert Washington,45,Salaried,86344
2360,Jerry Wilson,41,Salaried,47949
2361,Anna Lane,30,Business,75893
2362,Chelsea Evans,21,Salaried,60753
2363,Christopher Rodriguez,49,Business,14832
2364,William Craig,48,Salaried,37110
2365,Brian Nelson,30,Salaried,54871
2366,Samuel Parks,50,Salaried,39462
2367,Sharon Montoya,45,Salaried,15048
2368,Nathan Greene,29,Salaried,47975
2369,Aaron Parsons,43,Salaried,48042
2370,Melissa Fields,23,Salaried,20528
2371,Rodney Hart,29,Salaried,32496
2372,Laurie Montgomery,51,Salaried,55060
2373,Debbie Matthews,24,Salaried,65454
2374,Rachel Miller,45,Business,57724
2375,Heather Roman,37,Salaried,41780
2376,Bryan Fitzpatrick,24,Business,91908
2377,Laura Valentine,28,Unemployed,11248
2378,Keith Mason,52,Unemployed,58695
2379,Angela Schmidt,53,Business,85732
2380,Emily Herman,26,Business,33452
2381,Rita Morgan,39,Business,16187
2382,Katie Hebert,46,Salaried,67981
2383,William Henry,35,Salaried,86623
2384,Patrick Clements,25,Business,26081
2385,Vincent Williams,34,Salaried,97631
2386,Vernon Graham,49,Salaried,91030
2387,Kathryn Miller,53,Salaried,85682
2388,Alexandra Spencer,50,Salaried,69180
2389,Dwayne Graham,45,Business,44773
2390,Nancy Reyes,36,Salaried,41573
2391,Tanya Mcbride,34,Business,38004
2392,Mark Meyers,24,Business,17487
2393,Lisa Rowe,44,Business,53378
2394,Christina Mitchell,46,Salaried,37573
2395,Michael Smith,40,Business,85812
2396,Billy Prince,41,Salaried,30301
2397,Mr. Michael Miles,42,Salaried,25798
2398,Scott Gould,50,Salaried,46813
2399,Kimberly Baker,49,Business,38904
2400,Javier Savage,58,Salaried,20309
2401,Jonathan Chambers,43,Salaried,78964
2402,Donna Parker,54,Salaried,10188
2403,Timothy Perkins,34,Salaried,16476
2404,Kim Harrison,25,Salaried,87259
2405,Corey Rodriguez,31,Salaried,84170
2406,Jeremy Garcia,28,Salaried,61157
2407,Michael Garcia,33,Salaried,29021
2408,Taylor Powell,47,Salaried,58078
2409,Mrs. Allison Wyatt DVM,42,Business,23415
2410,Matthew Kennedy,21,Unemployed,95008
2411,Rebekah Lynch,57,Salaried,98611
2412,Lonnie Clements,45,Salaried,81196
2413,Robert Heath,28,Salaried,41522
2414,John Morales,54,Business,89443
2415,Phillip Fletcher,50,Salaried,35400
2416,Jennifer Petersen,35,Unemployed,57591
2417,Jessica Torres,44,Unemployed,97766
2418,Erin Hill,47,Salaried,51432
2419,Leslie Dickerson,40,Salaried,84131
2420,James Carr,34,Unemployed,62250
2421,Lonnie Jackson MD,52,Salaried,63954
2422,Taylor Smith,25,Salaried,45815
2423,Jonathan Watkins,39,Salaried,85639
2424,Karen Ray,22,Unemployed,78309
2425,Deborah Cohen,37,Unemployed,8405
2426,Tiffany Simon,28,Business,20854
2427,Christine Juarez,24,Business,98897
2428,Cynthia Tran,30,Salaried,33976
2429,Robert Huerta,22,Salaried,11838
2430,Madison Mitchell,40,Salaried,45635
2431,John Tyler,54,Unemployed,40085
2432,Dr. James Vang,43,Salaried,74370
2433,Dana Green,27,Business,65472
2434,Tanya Christian,31,Salaried,19643
2435,David Hardin,39,Salaried,47508
2436,Kyle Berg,48,Salaried,68267
2437,Jacqueline Williams,51,Salaried,46290
2438,Amy Wright,56,Salaried,52363
2439,Mary Smith,47,Salaried,10532
2440,Dennis Smith,25,Business,21373
2441,Ryan Clark,49,Unemployed,89089
2442,Richard Morse,58,Unemployed,60179
2443,Chad Morales,50,Business,36032
2444,Jennifer Martin,55,Salaried,45391
2445,Chase Anderson,32,Unemployed,51862
2446,Anthony Crawford,37,Salaried,55662
2447,Brian Rogers,46,Business,66991
2448,Laura Clay,41,Unemployed,64014
2449,Bryan Jones,45,Unemployed,80272
2450,James Raymond,45,Business,40643
2451,Gloria Martin,21,Business,20245
2452,Christopher Short,29,Business,9410
2453,Scott Moore,53,Unemployed,20132
2454,Jennifer Montoya,55,Salaried,43825
2455,Jason Wise,43,Business,72144
2456,Nathan Gardner,23,Business,24490
2457,Charles Hawkins,36,Salaried,74529
2458,Sarah Castillo,39,Business,85875
2459,Crystal Morris,24,Unemployed,27678
2460,Tracy Yoder,54,Business,87752
2461,Mary Monroe,27,Business,34867
2462,Kelsey Randolph,50,Business,15565
2463,Benjamin Hull,54,Salaried,84987
2464,Benjamin Peterson,32,Salaried,74632
2465,Joseph Payne,27,Salaried,74167
2466,Tracy Bullock MD,58,Salaried,21990
2467,Megan Carter,35,Salaried,18038
2468,Phillip Vazquez,46,Unemployed,82481
2469,Tasha Lee,31,Salaried,86327
2470,Karen Beasley,40,Salaried,75898
2471,Dale Chandler,46,Salaried,8740
2472,Alex Ferrell,39,Salaried,23631
2473,Mary Roberson,34,Unemployed,67808
2474,William Anderson,44,Business,21455
2475,Rebecca Klein,47,Business,81687
2476,Anthony Jackson,50,Business,75281
2477,Oscar Wallace,57,Business,32467
2478,Becky Ramirez,23,Unemployed,11441
2479,Courtney Johnson,32,Salaried,84583
2480,Kaitlyn Mejia,23,Salaried,28557
2481,Nicole Contreras,50,Business,43647
2482,Anthony Ochoa,53,Salaried,64481
2483,Alexander Robles,54,Salaried,33762
2484,Jeffrey Rivers,47,Salaried,72257
2485,Mark Salinas,21,Salaried,55495
2486,Scott Carney,24,Salaried,32009
2487,Christine Miller,27,Salaried,86512
2488,Nicholas Martin,53,Business,83801
2489,Mark Bradshaw,52,Salaried,13829
2490,James Sanders,31,Business,14053
2491,Jeffrey Mcmillan,58,Salaried,23618
2492,Sarah Morrison,54,Unemployed,34056
2493,Jacob Martin DVM,34,Business,40229
2494,Kayla Rangel,49,Salaried,16026
2495,Michael Poole,23,Salaried,81555
2496,Timothy Nelson,51,Unemployed,68487
2497,Denise Sutton,28,Salaried,17331
2498,Amanda King,22,Business,18596
2499,Dale Carter,44,Business,16487
2500,Ashley Anderson,41,Unemployed,13309
2501,Bradley Davis,34,Salaried,91240
2502,Tom Graham,28,Unemployed,66134
2503,Bruce Cook,23,Unemployed,99542
2504,Leslie Moody,45,Business,53216
2505,Elizabeth White,41,Salaried,74925
2506,Michael Wheeler,38,Business,67002
2507,William Bailey,26,Salaried,29332
2508,Jennifer Clark,44,Salaried,22266
2509,Jerry Miller,45,Unemployed,32777
2510,Bryan Jones,29,Salaried,43767
2511,Samantha Johnson,31,Salaried,98278
2512,Susan Morrison,47,Salaried,79050
2513,Wendy Hill,27,Salaried,23595
2514,Sarah Harrison,31,Unemployed,58985
2515,Kimberly Jones,40,Salaried,40051
2516,Stephen Jackson,36,Unemployed,38242
2517,Nicole King,39,Salaried,24545
2518,Alexander Cervantes,44,Salaried,95902
2519,Glen Mckinney,48,Unemployed,25015
2520,Julie Goodman,27,Unemployed,99202
2521,Patrick Sharp,41,Salaried,99002
2522,Charles Levine,36,Salaried,95672
2523,Alan Parsons,57,Salaried,83382
2524,Christopher White,25,Salaried,50362
2525,Gregory Williams,31,Business,83487
2526,Mr. Jacob Fuller,56,Business,76944
2527,Samuel Shelton,44,Business,27408
2528,Alexander Young,34,Salaried,70455
2529,Meghan Patel,46,Business,32802
2530,Monica Hernandez,47,Business,11004
2531,Laura Evans,39,Salaried,84870
2532,Joe Snyder,29,Salaried,42007
2533,Brooke Kelly,59,Salaried,52489
2534,Amanda Hancock,49,Salaried,62867
2535,Angela Turner,58,Unemployed,57820
2536,John Jenkins,57,Salaried,81259
2537,Justin Fernandez,37,Salaried,36117
2538,Christy Perez,38,Salaried,12114
2539,Timothy Miller,37,Business,37314
2540,Nicole Campbell,47,Unemployed,15458
2541,Holly Johnson,47,Salaried,22502
2542,Carmen Castaneda,28,Salaried,50432
2543,Robert Johns,47,Business,46455
2544,Courtney Walker,30,Salaried,17161
2545,Christopher Price,28,Unemployed,97420
2546,Danielle Smith,31,Business,30474
2547,Patrick Miller,53,Salaried,29773
2548,Matthew Gonzalez,56,Business,54973
2549,Grace Jones,51,Salaried,85121
2550,Ronald Lopez,38,Unemployed,95196
2551,Shawn Tyler,25,Salaried,61180
2552,Karen Watson,56,Salaried,50045
2553,Curtis Raymond,33,Business,21152
2554,Alyssa Castro,45,Salaried,8400
2555,Kyle Reed,24,Business,56182
2556,Nicole Hernandez,24,Business,97970
2557,Isabel Durham,52,Salaried,80232
2558,Matthew Morris,28,Business,13219
2559,Charlene Wright,35,Salaried,34460
2560,Thomas Gibson,25,Business,76952
2561,Madeline Campos,54,Business,24578
2562,Kristy Hinton,32,Business,53265
2563,Samuel Daniels,47,Salaried,35160
2564,Patricia Baxter,55,Salaried,95765
2565,Derek Rivera,23,Salaried,45902
2566,Timothy Rice,51,Business,30423
2567,Rachel Ryan,47,Salaried,8436
2568,Glenn Frederick,46,Business,59736
2569,Sarah Wilson,22,Salaried,48606
2570,Jordan Hansen,55,Salaried,88911
2571,Amanda Parker,22,Salaried,21014
2572,Richard Parker,32,Salaried,67035
2573,Brittany Gay,57,Salaried,12197
2574,Lori Snyder,46,Unemployed,54293
2575,Alexander Woodard,55,Business,28286
2576,Michael Evans,29,Business,99276
2577,Jonathan Rowland,39,Salaried,78170
2578,Andrea Arias,26,Salaried,27341
2579,Rachel Gill,38,Salaried,59923
2580,Christopher Ellis,57,Unemployed,53765
2581,Matthew Reilly,51,Salaried,52829
2582,Allen Cox,38,Business,73648
2583,Kim Tran,22,Salaried,84369
2584,Tricia Ortiz,24,Business,79070
2585,Jennifer Mitchell,24,Unemployed,66188
2586,Bethany Martin,37,Unemployed,66367
2587,Donna Carr,21,Salaried,51179
2588,William Howard,59,Salaried,89071
2589,Glenn Mendoza,48,Unemployed,83531
2590,Donna Hall,21,Business,91544
2591,Victor Johnson,29,Salaried,44248
2592,Terry Moreno,24,Unemployed,34935
2593,Lori Davis,59,Unemployed,39634
2594,Ruth Warren,47,Salaried,43550
2595,Christine Sullivan,54,Salaried,60789
2596,Christopher Hatfield,55,Salaried,32564
2597,Jasmine Owens,50,Unemployed,66997
2598,Joy Sanchez,55,Unemployed,59655
2599,Nicholas Gonzalez,59,Business,49997
2600,Omar Barber,55,Unemployed,44956
2601,Krista Durham,57,Salaried,31268
2602,John Adams,59,Business,18459
2603,Meghan Abbott,39,Salaried,89615
2604,William Hayes,50,Salaried,29666
2605,Ryan Collins MD,25,Business,79016
2606,Christopher Jenkins,53,Salaried,85103
2607,Nathan Baldwin,30,Salaried,64837
2608,Jerry Whitney,43,Unemployed,78742
2609,Phillip Alvarez,24,Unemployed,80555
2610,Edward Garza,58,Salaried,74493
2611,Daniel Barber,48,Unemployed,55746
2612,Fernando Martin,25,Business,37744
2613,Alexander James,57,Unemployed,17542
2614,Jeffrey Golden,34,Unemployed,16173
2615,Mr. Christopher Keith,44,Business,88415
2616,Jennifer Lewis,48,Business,95849
2617,Kristina Evans,27,Business,57116
2618,Kimberly Martinez,45,Business,9561
2619,David Rubio,30,Business,95934
2620,Christopher Pratt,48,Salaried,32208
2621,Heather White,39,Business,10987
2622,Megan Fields,27,Unemployed,82275
2623,Annette Ramirez,21,Unemployed,16553
2624,Mrs. Susan Rosales,28,Unemployed,48174
2625,Michelle Henderson,31,Unemployed,67800
2626,Stephanie Jones,58,Business,70406
2627,William Moran,49,Business,80545
2628,Jennifer Mills,44,Salaried,27919
2629,Kimberly Rodriguez,55,Business,93310
2630,John Robinson,32,Unemployed,12734
2631,Amber Smith,31,Salaried,52605
2632,Rachel Rodriguez,21,Business,9915
2633,Joshua Walker,51,Business,97440
2634,Heather Reed,45,Unemployed,62135
2635,Heidi Forbes,22,Business,34413
2636,William Campbell,29,Salaried,76236
2637,Joshua Wright,45,Business,10778
2638,Austin Lowe,28,Salaried,79489
2639,David Smith,34,Salaried,48009
2640,Jerry Vasquez,28,Business,75811
2641,Jennifer Nguyen,38,Business,65749
2642,Jamie Soto,39,Salaried,45622
2643,Ashley Shelton,35,Unemployed,94283
2644,William Johnson,34,Unemployed,56801
2645,Phillip Campbell,35,Business,19497
2646,Charles Faulkner,43,Business,83198
2647,Craig Smith,27,Salaried,92149
2648,Jacob Osborne,38,Business,60662
2649,Kevin Davis,21,Salaried,55263
2650,Teresa Allen,33,Salaried,56129
2651,Zachary Harris,41,Unemployed,81397
2652,Mary Hernandez,52,Salaried,76519
2653,Holly Johnson,50,Salaried,16163
2654,Zachary Reeves,27,Salaried,70796
2655,Donald Perry,59,Salaried,40237
2656,Patricia Baker,38,Salaried,51926
2657,Kristy Wall,53,Salaried,46618
2658,Maria Monroe,41,Unemployed,89317
2659,Nicole Heath,25,Unemployed,21773
2660,Sarah Chapman,42,Unemployed,87234
2661,Kevin Colon,29,Unemployed,77322
2662,Belinda Hicks,57,Salaried,92171
2663,Maria Long,42,Unemployed,95534
2664,Kevin Brown,58,Business,80468
2665,Kimberly Harrison,23,Salaried,45616
2666,Brenda Quinn,28,Salaried,87800
2667,Jason Hunt,43,Business,68288
2668,Christopher Watson,44,Unemployed,12816
2669,Robert Burke,26,Salaried,90817
2670,Christine Goodman,39,Business,65081
2671,Dr. Alex Johns DDS,55,Unemployed,41536
2672,Matthew Barker,57,Salaried,85351
2673,Gregory Kerr,39,Unemployed,91675
2674,Isabella Smith,33,Salaried,50897
2675,Mr. Michael Williams PhD,48,Unemployed,23632
2676,Annette Carlson,36,Unemployed,8182
2677,Jonathan Davenport DDS,47,Salaried,96806
2678,Kimberly Jones,59,Salaried,70268
2679,William Oliver,56,Business,65830
2680,Kyle Cross,52,Salaried,71461
2681,Ana Brown,57,Salaried,12470
2682,Karen Reynolds,57,Unemployed,65849
2683,Eric Rodriguez,54,Salaried,96108
2684,Chelsea Macdonald,49,Business,17993
2685,Isaac Fox,38,Unemployed,48139
2686,William Le,48,Salaried,98137
2687,Krista Brown,56,Unemployed,42330
2688,Mitchell Hurst,22,Salaried,31887
2689,Kathleen Robbins,34,Salaried,65251
2690,Kristy Silva,25,Salaried,67284
2691,Nicole Hanson,30,Business,81671
2692,Michael Flores,29,Salaried,71350
2693,Danielle Martin,42,Business,71363
2694,Laura Figueroa,30,Unemployed,86263
2695,Sarah Williams,43,Business,19145
2696,Darlene Gutierrez DDS,25,Unemployed,49861
2697,Donna Hill,40,Salaried,53991
2698,Marcus Hansen,55,Salaried,17617
2699,Logan Anderson,21,Unemployed,38951
2700,Haley Alvarez,57,Unemployed,59602
2701,Christina Fields,45,Salaried,79599
2702,Kristen Clarke,42,Business,92696
2703,Marie Price,54,Salaried,33286
2704,David Wagner,49,Unemployed,62645
2705,Marissa Taylor,55,Salaried,44193
2706,Christian Valenzuela,27,Salaried,79925
2707,Michael Gregory,44,Unemployed,9543
2708,Louis Chan,42,Business,11352
